content,score,upvotes
gün zal havax açıq olar o qaqa nişanlısı kim bilir eyyub oğlu bu nədi bu gün azərbaycan premyer liqasında,5,0
acilmir,5,0
ela çox gozeldir,5,0
yaxşıdır,5,0
pis deyil,3,0
işlemir praqram,5,0
niye işləmir ki  qeydiyyatdan keçmək isdeyirem muvveqeti bağlıdır yazılır,1,1
göt gündə,1,1
çox zəif işləyir saatlarla ox işarəsi fırlanır,2,0
normal keyfiyyət,5,0
bu praqram teze nomre nece qeydiyat cekmek isteyirem nece ede bimerem,5,0
cox gozel proqramdi ,5,0
cox super internetsizde isleyir deqiq ve zor praqramdu,5,0
halal olsun butun abb emekdaslarina proqram super hec bir isci narazi qoymur heckesi minnetdariq herbirinize,5,11
əla,5,0
pis deyilyaxşıdır,3,0
yaxşı sistemdi təşəkürllər,5,0
əla sadəcə tokenlərin nə olduğunu başa düşmədim,5,1
möhteşem bir narazılığım odur kibaşqa karta pul köçürmekçün telefon nömresin öz adına teleb edir,5,0
əla,5,1
xahiş edirəm bunu ayda bir dəfə guncelleyin günde bir dəfə yox qəfil lazım olur  girirəm yazır guncelle dünən guncellemisem bu gün yenə guncelle deyir ,1,5
çox yaxşı proqramdı,5,1
yaxşıdı,5,0
amgerhvbue  promo kod bu kodu promo kod yazılan yerə əlavə et maksimum 13 manat məbləğində taksi ilə get kodun işləməsi qaranti   bilərsiz,5,5
necə müraciət edək onlayn,5,0
əla,5,0
əla,5,0
hələki ,5,0
ünvanı düzgün göstərmir bəzi yerləri,2,0
çox yaxçı bankdı tövsiyə edirəm,5,0
umico ağıl,5,1
isdedadlı,3,0
cox gozel,5,2
çox teşekkür edirem heqiqeten ela praqramdı çox saqolun,5,1
əla bir sistemdirən çoxda uzaq yol üçünradarsürət həddinə qədər dəqiq göstərirsuperdi,5,0
bəyəndim,5,0
her zaman komey edir bu proqram mene eladi,5,1
gozel,5,0
coooxx qəsənggg,5,0
çox gözəl proqramdır,5,0
ela cox gozel,5,0
salam kartdan başqa bir karta köçürmə edəndə komissiya olur zəhmət olmasa deyərdiz,5,4
ismayıllı rayonu filalı çox əla yaşasın kapital bank yaşasin bir bank,5,0
ne bilim vallah,5,0
salam çox yaxşı proqramdı,5,0
super əllərinizə salık,5,0
çox gözəl proqramçox gözəl xidmət,5,0
əla,5,0
yaxşidi,5,0
əla,5,1
çox super,5,0
yaxşıdı amma deyir ki xidmət müvəqqəti olaraq dayanmışdır nece ede bilerem,5,0
əla,5,0
çox gözəl surucydu,5,0
promokod yerini qaytarsaz 5 ulduz yox 10 ukduz verərəm,1,0
bu proqrami yuklemeye deyer,5,0
super bakcell daima öndədir ,5,0
əla,5,0
salam men bir bank islede bilmirem indi hal hazirda nomrem itib coxdan size yaxilasim kapital banga mende xesdeyem deye gele bilmirem xais komek edi bir bank,5,0
əla,5,0
pis deyil 3 faiz keşbek ancaq artirir kompaniyalari,4,0
əla,5,0
bərbaaadd bir sözlə tətbiqin fəaliyyəti ,1,0
proqram açılmır,1,1
xarice kocurme olsaydi daha gozel olardiugurlar leo,5,0
samsung s5 scaner etmir zehmet olmasa praqramı düzəldin,5,0
pis deyil eladi,5,0
əladır,5,0
çox yaxşı praqramdıevdə oldugun halda işlərini rahat şəkildə həll etmək olur,5,0
salam burda niye pul köçürmə və pul göndərmə olmur bu problemi tez düzəldin bir dene proqram düzeldmisiz prostu özünüz idarə edə bilmirsiz pul gözdüyürler adamlar mənnən təcili pul göndermeliyem bu problemi həll edin özdə tez random üste qalsın diyeekejeonsienduəksosjslsjsidomdisksksusjdjdbkdbddjdidjjdkdjrkdudkfufkfufkufjfifjfjfkdosjsihdkdjdifnhfifndidhdudkidjfufkeosnuskdornfurjrorjrudkfifkfjdjdhekdufjfjdirjeuehekfnrieheifjrjrufhfuejdjdjfhdjdirnxudkeidbudjeidksijejəiq özüdə 1 xallık proqramdı,1,0
əladır,5,0
əksər cuzdan proqramlarda bonusları pula çevirmək müçkündü epulu da yüklədim bonuslari pula çevirən əməliyyatı gözləyirəm etməsələr imtina edib siləcəm bu prpqramı,5,3
minnətdaram,5,0
indi kodlari ne yazsaq 1manatliq gelirburda 20 40 50aznlik gediwdi yazmaqla deyilbutun kodlar evvel 10azn verirdi ama indi hamsi 1azn verirniye ele olur bawqa kimde bele problem var,5,3
bir telefona iki dənə bir bank yükləməy olur mən yükləyə bilmirəm bir xaiş köməyi edərdiz,5,0
çox sevdiyim bir proqram di tam rahat və gözəl,5,0
bəyəndim əla super,5,0
qurraşdırmaq olmur axı,1,0
super tətbiqidir,5,0
ela proqramdır,4,0
ela tətbiqdi tesekkurler,5,0
əla,5,0
əla axır ki normal proqram kimi işlədi uğurlar daha yaxşı yenilənmələr arzulayıram,5,1
mənim bankım,5,0
yaxsi,5,0
çox pis düzgün işləmir əsəbləri korlanır adamın,1,0
əla,5,0
superazercell hemiweki kimi ondedir,5,0
cox gozel piraqramdir teşekurler ,5,0
o zaman aktiv olunmayıb dünən günorta saatlarında almışdım albalı ,2,0
bir gün birbank hesabıma girmirəm növbəti gün giriş edəndə giriş kodumu yığıram giriş alınmır hər dəfə eyni kodu smslə təkrar düzəldirəm yenə eyni giriş kodu səhv verir,2,0
yaxşı,5,2
gediş haqqı artıq dərəcədə düz göstərilmir,2,1
bu versiyanı yükləmişəm girmir axı birbanka əvvəlki versiya ilə rahat girə bilirdim,3,0
çox fuxovv l,5,0
super heleki birbank kimi gunde 50 defe proflaktika iwleri getmir,5,1
son dəyişiklikdən sonra açılmırniyə belə oldu ,1,0
cox eladir,5,0
baxdım ki yenileniblakin kart melumatimi qebul etmirbu nedir hec gire bilmedimcox pis menfi olsaydi menfi vererdim1heftedir zeng de etmek olmur bir derdivi deyesen,1,9
saat yazıram maşın çıxır əladı tövsiyə edirəm hamıya,5,2
1zibile derman deyil pox kimi iwleyir adresin yaninda ola ola aparib bakini firrayib hemin yerin arxasina cixarir,1,2
omg bu proqram çox gözəldir hamıya tövsiyə olunurmən 5 qiymətini verirəm,5,1
əla proqramdı,5,2
əla proqramdır,5,0
əla,5,0
bir sözlə əladı,5,0
əla,5,4
əla,5,0
zibil,1,1
əla,5,0
ilk girdiyimde menden zeng etemeyimi isteyir bu nedi belə,5,2
nfc pay işləmir gözlənilməyən xəta baş verdi yazılır xahiş edirəm kömək edin güncəlləmə  əməkdaş ilə əlaqə saxladım təşəkkür edirəm köməkliyi sayəsində nfc pay açıldı çox sağolun kömək üçün kapital bank,4,0
qeydiyatdan kece bilmirem komey ederdiz bank kartim yoxdur fin de yaziram olmur komey ederdiz,3,0
yaxşı,4,0
bu necə proqramdı işləmirnə qədər parol yazıram girmir proqrama bütün əsəbi edir insanı iki gündü sistemə girə bilmirəm nə etməliyəm,1,0
əla,5,0
çox eladı,5,0
çox əla,5,0
yaxsi proqramdibeyendimamma tez tez donuronuda duzeltsenizela olarbirde mende kartimdaki pullarimgorsenmir,4,1
yaxşı,5,0
çox gözəldir,5,0
əla,5,0
əla,5,0
qeyri iş saatları hərdən çətinlik olmasa daha da gözəl olardı,5,0
bir sözlə əla ,5,0
cox gozel beyendim,5,0
tetbiqdə may ayina olan aliş veris teklifleri lazmdir gündelik isdifade eryimiz super maket təklifini yiğisdirmisiz bu heç yaxşı deyil men bütün alis verislermi leo bankla edirdim bu heç yaxşı olmadı en azi super maket təklifini saxlayin buna görə 1 ulduz,1,0
əla,5,0
əla,5,0
teztez profilaktik işlər görürsüz proqrama daxil olmaq olmur istifadə edə bilmirik normal bu işləri gecə 2dən sonra etsəniz olmazmı bezdik artıq ,2,0
super proqramdi,5,1
əla,5,0
əla,5,0
xeyirli uğurlu olsun işlərinizin davamında sizə uğurlar arzu edirəm hörmətli nar mobile emailinizə proqramda olan problemlə bağlı video atacam ətraflı izah eləmişəm hər şeyi baxın və zəhmət olmasa bu problemi aradan qaldırın,5,1
çox rahat tətbiqdir,5,1
əla,5,0
pis deyil,5,0
tətbiqi zibil günə qoyubsunuz nə işləyir nə də bir dəfəlik rədd olmur nə vardan varnə yoxdan yox ,1,0
2ulduz hələ coxdu,2,1
hər şey əladır hərdən donur sistem başqa hec bir problem yoxdur,5,0
məncə super proqramdir,5,0
cox pis mobil tətbiqdi mən hər zaman problemlə rastlaşırambu gündə bütün əsəblərimi oynadıb,1,0
əla,5,0
mükəmməl,5,0
cox yaxsi programdi,5,0
əla,5,0
əla çox gözəl bütün ödənişləri kart vasitəsilə edirəm və çox sərf eliyir,5,0
qeydiyyatdan keçirəm error verirdəfələrnən sınadıməsəbimi bu rəylə çıxardıram bəyənmədim ,1,0
çox gözəl adam pul qazanır,5,0
əla,5,0
daimi olsa idi yaxşı oldı,5,0
bolt yaxşıdır amma qiymətlər bahadır çox şənbə bazar günü 2dəfə qaldırılır qiymət,5,0
cox super biraz ucuz qoysaz yaxsi olar,5,0
faydalı tətbiqdir,5,0
əla,5,0
çox ədalətsiz şirkətdir restoranlarda çoxunda 2530 dəq vaxt qoyub bütün yeməklər çiy veya soyuq gəlir,1,0
azercelin tap10 oyununu oynayan varsa oynamasın yalandı pul yığmaq üçün tələdi suala düz cavab verirsən səfdi deyir,1,0
ela proqramdi,5,0
belədəna,5,0
çox pis,1,0
bəzi sürücülərin davranışı və ən əsas da kartla ödənişə görə deyinmələri olmasa hər şey normaldır əslində,4,2
əla,5,0
salam qeydiyyatdan keçirəm şifrədə minimum 8 hərf ingilis əlifbası ilə böyük hərflərlə rəqəmdə əlavə edirəm alinmi,1,1
sifariş vaxtında və isti çatdı,5,5
çox əla,5,0
salam ödəniş edəndə bir neçə ödəniş etdikdən sonra firlana fırlana qalır ödəmək olmurxaiş düzəliş edin,5,1
çox gözəl tətbiqidir,5,0
əla,5,0
işləri asanlaşdırır,5,0
əla,5,0
əla,5,0
düzünə hamuşam astara düzünə talışlar veçni auyee,5,0
herşey yaxşi olardi ama bezi funksilalar duzelseydimeselenyigilmiş keşbeki limit olmadan ehtiyac olan vaxt balansa yukluye bilerdikbizim ucun min kerditler teşkil etmiyibler hec olmassa bele bize komek etsinler,5,32
yaxşıdı,5,0
bu nedi 3 gundu qeydiyyatdan kecmek olur ele hey server xetasi yazir berbad,1,1
pis deyil,4,0
salam burda bir işçi menim nömrəmi bloka atıb nömrəm ile gire bilmirəm onu necə düzəldə bilərik,1,0
çox sağ olun,5,1
1 bank xidmetinnen istifade etmek mumkun deyil cetinlik yaranib neyle elaqedardi,4,0
qeydiyyatdan asanlıqla keçdim lakin şifrə tələblərini yerinə yetirməyimə rəğmən qeydiyyatı tamamlamaq mümkün olmur,3,0
yila verdim 5 ulduz,5,2
men bu praqraminiza gire bilmirdim deye sildim indide yüklənir,4,0
cox gozel proqramdi eladi,5,0
vaxtında və tərbiyəli sürücülər,5,0
lap yaxşi əla,5,0
çox yaxşı,5,0
əla proqramdır,5,0
salam məndə azercell kabnetim işləmir deyir xəta baş verdi çarxda,5,0
əla,5,1
əla,5,0
möhtəşəmsiniz ,5,12
çox keyfiyyətli və gözəl proqramdır  sürücülər vaxtında və tez gəlir  gediləcək ünvanı dəqiq çatdıra bilirlər bu proqram sayəsində,5,2
əladı,5,0
istənilən notariat ofisinə yaxınlaşıb sizə məxsus olan kodu əldə edə bilərsiniz qeydtəhlükəsizlik baxımından ilkin olaraq bu yanaşmaya üstünlük verilmişdir,5,7
əladı,5,2
əladır,5,0
əla,5,0
"mənim 96lrc dəvət kodumdan istifadə et və taxifydan 10 endirilmi gediş 
əldə et",5,5
salam avtomobilin cəriməsi olduğu halda görüntüləridə olsa yaxşı olar bilmək olardı harada xəta törədilmişdir,5,0
çox səliqəli sürüş,5,0
internet xidmətiniz çox bərbad gündədir aylıq 14lıq internet paketi götürmüşəm elə bil ki 1lıq internet paketi işlədirəm sürət çox bərbaddır whatsappda bir nəfərə zəng vurma üçün ardıcıl 34 dəfə gərək zəng edəsən belə getsə bu aydan sizin şəbəkədən internet paketi almayacam necə deyərlər bu ay nar mənim şotuma kef etdi,1,0
əla,5,5
odeniw edirem ama yene ana seyfe acilir,1,8
əla,5,0
hər telefona lazımdır,5,0
gözəl,5,1
əvvəllər çox razı idim ama indi iki gündür güncəlləmək olmur tətbiqi,2,1
əla,5,0
rahat və səmərəli istifadə edilir bütün məlumatlara sahib oluram,5,0
rahat ve etibarlidir,5,0
sürücülər unvanı tapmaqda biraz çətinliy çekirlər qalan hər şey əla,5,3
yaxşı,5,0
əla,5,0
gözəl tətbiqdir,5,0
işlədə bilen üçün əla,5,0
salam bonuslar karta nece olur yuklenir,4,0
u  ğurumuz nəaliyyətlərimizin i  çərisindədir hamınıza uğurlu nəaliyyətlər arzu edirəm ,5,1
çox gözel xidmetdirçox beyenirem,5,0
indi acldi beyaxdan sindiram məlumat sifirliyiramsilirəmyukluyurəmapk tapb yukluyurəm ki aclsn aclmrdibunu eləmyin belə ,1,0
cox gozel ideyadi ,4,0
super lazimli progranfi,5,2
yuklenmir,1,0
əla,5,0
çox gözəl praqramdi,5,0
çox gözəl bir proqramdırbu proqrama fermer kartimi da elave ede bileremmi,5,0
başqa bankomatdan pul çıxaranda 1 azn tutulması yaxşı deyil əvvəl yaxşı idi az tutulurdu indi çox tutulur,3,0
100man 5851  vaxtinda qalib hele,5,1
texniki baxişın dövlət rüsumu neçə manatdı müddəti nə qədər olur bitəndən sonra,1,0
əla,5,0
istifadəsi kifayət qədər rahatdır və bir çox işimi asanlaşdırır,5,0
salam yaxşı işliyir amma arada sistem yüklənir nədi həm set gedir həm app donur bununla maraqlanın belə ümumi əladı,5,21
zibil kimi,1,0
yaxşıdı,3,0
əla,5,0
dostumu dəvət etdim dostum kartı əldə etdi lakin hesabımıza pul köçülürmədi,1,2
könüllü,5,0
cammatin pulun yiyirsiz elə şey olar bizim pulumuz yoxdur gedəy kontur vurag elə şey olar heç olmasa biraz ucuz eliyin də,1,0
əla,5,0
burda nece qeydiyyatdan kecim,5,1
əladı mən isgəndərov elgün,1,0
heqiqeten super proqramdi,5,0
salam dijital karta milli ön və s terminallardan pul yükləmək olmur dijital karta necə pul köçürə bilərəm,5,0
bu əla programdır sadəcə bir əksiyi var azercelldəki kimi çarx çevirmə özəlliyi gəlsə müxtəlif cür hədiyyələr versə lap əla olar,5,0
çox əla,5,0
əla,5,0
əla hər işə yariyır,5,0
mən başa düşdum,5,0
salam men elan yerlewdire bilmirem axi hoooop xeta yazir ,5,1
proqrami yenilamisam amma proqrama girende yazir ki yenile tezeden sildim yukledim yene hemen sey oldu nedendi bu,1,2
çox gözəl proqramdır,5,0
yeniləmə gəldi ancaq irəliləmə yerinə geriləmə müşahidə edirəm artıq bəyənmirəm bu tətbiqi və silirəm uğurlar ,1,0
salam məndə tədbiq açılmır nə edə bilərəm,4,0
cox gözəldi 5ulduz hələ azdı,5,0
çox gözəl və rahat programdır kapital dan 1000 dəfə yaxşıdı,5,0
həqiqətən mükəmməl,5,0
proqram çox gözəldir ama bir xaişim olacaq mümkün qədər elə bir imkan artırın ki amerkankan maşınlar ilə qlobal maşınları filtirləmək olsun belə bir imkan olsa çox əla olar,5,5
hər şey yaxşıdır sadecə tiktokdan kartı ayırmaq istəyirəm bilmirəm necə edirlər zəhmət olmasa köməklik göstərin,5,0
əla,5,1
çox gözəl,5,0
salam aleykum ana səhifədə sevimli kartları redaktə etmək olmur bu problemi də düzəldin zəhmət olmasa ,5,6
yaxşı,5,0
əla,5,0
çox yaxşı,5,0
investisiya bölümüde yaratsaz əla olar,5,0
tətbiq gözəl tətbiqdir xidmət çox pis heç bəyənmədim çalışın sifariş verməyin mən 6 sifariş verdim hər biri imtina edildi qiymət dəyişikliyi oldu,1,21
servere qoşulmur,1,1
pox günə qoyubsuz kabneti girmir düz 20 dəyqə gözləyirəm və yqxud girmir deyənlrə osduraxa basır 3 saniyə belə olmadan girdi güncələmə qəşəydi əlivizə sağlık,5,1
mende acilmir niye ,1,0
hər şey sürətli və əlçatandır,5,0
lalafo nömrə 1,5,0
işləmir ,1,0
çox gecikir,3,0
çox əla ,5,0
əla,5,0
ela özüme maşın tapdım aldım cox qeşek praqramdı ,5,0
çox əsəbləşdirən praqramdır arada vacib olanda tutması tutur girmək olmur proqrama pul göndərmək lazımdır və ya ödənişlər etmək lazımdı bu proqram adamı məcbur edir ki hardasa bankamat axtarasan,1,0
əla,5,1
super çox işimə yarayır ,5,4
əla,5,1
əla,5,0
çox pis,1,0
salam məndə əsas menyuda nfc pay görsənmir,5,0
əla proqramdı,5,0
əla yüksək səviyyədə xidmət göstərilir bir söznən super,5,0
girmir proqrama,1,0
razi qaldim,5,0
ela praqramdi,5,0
əlahələ ramazana görə etdiyiniz kampaniyası çox gözəldicox sağolunminətdariq,5,1
tam razoyam bu proqramdan yaxwiki var lalafo az,5,0
soxum bele praqramin icine sikdirsin bele proqram,1,2
əla,5,0
cox yaxşı tətbiqdir,5,0
çox gözəldi lakin birbanka xoş gəlmişsiniz yazısından sonra açılmır niyə,5,0
əla,5,0
"1 ulduzcunki bagli yollarla gosterir en problemli yollarla aparir 
dernegulden avtovagla getmekcun meni mikrarayonlarin ici ile apardi ne 
qeder propqada qalmisamhalbuki dernegul yoluna cixa bilerdim naviye 
inandim",1,1
hər nə qədər avqust ayı ərzində hədiyyə çarxı kampaniyası olsa da və balansımünasib paketləri göstərsə də bəzən balansımdan heç bir məlumat vermədən səbəbsizcəsinə müəyyən məbləğ çıxa bilirbu da mənə zərər edir,5,240
əla xidmətdir,5,0
sistem cabab vermir ,1,0
əla tətbiqidir,5,0
exidmət platformasının zirvəsidi,5,0
eladir,5,0
gozel proqramdi,5,0
salam bir bank necə istifadə edilir nə üçündü zəhmət olmasa məlumat verərdiz,5,0
eladi ne lazim olursa burda tapmaq olurcox deyerli proqramdiela,5,0
pis cox pisdir,5,0
hər gün deyir yenilə girirsən yeniləməyə gəl ki yeniləmə hələ gəlməyib məcbursan gərək silib təzədən yükləyəsən belə tətbiq olar o boyda şirkətin tətbiqinə bax da səncanı,1,0
ela hamiya tovsiye edirem,5,0
salam tamkart məlumatlarını görmək olmurabb də kart məlumatları bölümünə daxil olmaq olmur,5,3
əla,5,0
qoy gorek satilirmi salitsa 5ulduz verecem,3,1
əla,5,0
çox yaxsi praqramdi ancaq arda donur,5,0
bu proqramdan ümumiyyətlə xidmət səviyyənizdən çox narazıyam bir də rəylərə baxıram şablon üzr mesajları göndərməyin bu sizin insanlara laqeyd münasibətinizi göstərir bu 1 ulduzu da məcbur qoymuşam onsuz yazmaq olmur ona göre yoxsa sizə heç 1 ulduz da düşmür,1,1
zehmet çekilibeladiişime yariyir,5,0
salam ədvdə olan pulumu bir karta yükləyə bilmirəm səbəb nə ola bilər,3,0
yevlax filialında qosuldum,5,0
əla tetbiq,5,0
ən ugurlu saytdir,5,0
tecili  tovuz,5,0
çox gözəl,5,0
gozel,5,0
kapital bank asc samux filialı yüklədimxidmətdən çox razı qaldımbirkart kredit kartı əldə etdimtəşəkkür edirəm,5,13
əla,5,0
azercell super,5,0
cox yaxsi ella,5,0
əla tədbiqdir,5,0
gozel programdi,5,0
dünənə qədər hər şey əla idi dünən axşamdan birbanka girmir şifrəni yazan kimi çıxış edir,1,0
çox sağ olun,5,4
coxsagolun çox səliqəli avtomobil idarə edir,5,0
yaxsi,5,0
yaxsi,5,0
yaxşı praqramdı her şey asandı,4,0
cox əla,5,0
əla,5,0
cox mukemmel proqramdi,5,0
superdi çox rahatdı,5,0
edv portalindam qeydiyatdan kece bilmirem,1,1
çox gözəl,5,0
əla,5,0
çox gözəldi əla ,5,0
heç xoşum gəlmədi bu nədi uzağ yol ilə aparıb artığ pul alınır dəhşətdir heç kimədə məsləhət görmürəm,1,6
əladı sadğcə olaraq internet zəifdi bizdə gec yüklənir,5,0
hezi aslanov filialina tesekkurler,5,1
çox gözel proqramdı ancaq bir problems var heftede bir hediyye veriller,5,0
cox gözəl,5,1
cooox razi qaldiq və yaxşiki varsiz,5,22
əla,5,0
əla,5,0
bu nəqsəd üçün istifadədə azərbaycanda 1 nömrəli mobil əlavədi amma elanları vip etmədən daha çox baxış sayısı əldə etmək olmur mən pulsuz elan qoyuramsa onu satmağ ehtimalım çox azdır,3,0
yaxşidir hamiya tövsiyə edirəm çix əladir,5,1
çox əladı,5,0
əla,5,0
çox superdi,5,0
əla,5,0
çox gözəl,5,0
faydalıdır,5,0
çox superdi,5,0
əladı yeridə azdı,5,0
əla tətbiqdirbir neçə aydır istifadə edirəm heç bir problem yoxdur kommunal xərcləridigər ödənişləri rahatlıqla ödəyə bilirəm,5,0
bunu pulsuz edsez ela olardi amma yenede cox saqolun eziyetniz ucun calisin ayda 1 manati legv edin hami istifade etsin bildim ozel sirketdi amma bes asan pay ne ucun pul istemir bizden,5,86
